direction,split,language,token,frequency
ar-en/en,devtest,en,Budget's,2
ar-en/en,devtest,en,Auto,2
ar-en/en,devtest,en,"hat-trick,",2
ar-en/en,devtest,en,Pedri,2
ar-en/en,devtest,en,Hamas).,2
ar-en/en,devtest,en,"submit,",2
ar-en/en,devtest,en,"Bruyne,",2
ar-en/en,devtest,en,knockouts),2
ar-en/en,devtest,en,knockouts).,2
ar-en/en,devtest,en,Thibaut,2
ar-en/en,devtest,en,"Danon,",2
ar-en/en,devtest,en,"Montjuïc,",2
ar-en/en,devtest,en,representative),2
ar-en/en,devtest,en,mediation.,2
ar-en/en,devtest,en,scheduling.,2
ar-en/en,devtest,en,"civilizations,",1
ar-en/en,devtest,en,Carl,1
ar-en/en,devtest,en,"Pei,",1
ar-en/en,devtest,en,isolated;,1
ar-en/en,devtest,en,improvement.,1
ar-en/en,devtest,en,"carriers,",1
ar-en/en,devtest,en,$32.9,1
ar-en/en,devtest,en,$27.9,1
ar-en/en,devtest,en,offensively,1
ar-en/en,devtest,en,"defensively,",1
ar-en/en,devtest,en,PSG's,1
ar-en/en,devtest,en,"Ben-Gvir,",1
ar-en/en,devtest,en,Laporta,1
ar-en/en,devtest,en,"""errors,""",1
ar-en/en,devtest,en,"Laporta,",1
ar-en/en,devtest,en,"unprecedented,",1
ar-en/en,devtest,en,cautions.,1
ar-en/en,devtest,en,accordingly;,1
ar-en/en,devtest,en,"printing,",1
ar-en/en,devtest,en,$621,1
ar-en/en,devtest,en,footwear,1
ar-en/en,devtest,en,$62,1
ar-en/en,devtest,en,ostensibly,1
ar-en/en,devtest,en,"""immorality.""",1
ar-en/en,devtest,en,"""Troika""",1
ar-en/en,devtest,en,UK).,1
ar-en/en,devtest,en,"Energies,""",1
ar-en/en,devtest,en,"""Sivi,""",1
ar-en/en,devtest,en,"""Naturgy""",1
ar-en/en,devtest,en,$1.45,1
ar-en/en,devtest,en,61.8%,1
ar-en/en,devtest,en,35.6%,1
ar-en/en,devtest,en,unreasonable.,1
ar-en/en,devtest,en,Shahbaz,1
ar-en/en,devtest,en,"""Joint",1
ar-en/en,devtest,en,directory,1
ar-en/en,devtest,en,scanning,1
ar-en/en,devtest,en,commentators,1
ar-en/en,devtest,en,"84,000",1
ar-en/en,devtest,en,"profession,",1
ar-en/en,devtest,en,"substances.""",1
ar-en/en,devtest,en,"cauterization,",1
ar-en/en,devtest,en,(lumbago).,1
ar-en/en,devtest,en,"quarter-on-quarter,",1
ar-en/en,devtest,en,Litani,1
ar-en/en,devtest,en,border).,1
ar-en/en,devtest,en,Right-Wing,1
ar-en/en,devtest,en,Criticizes,1
ar-en/en,devtest,en,"Plan,",1
ar-en/en,devtest,en,"46,282.63,",1
ar-en/en,devtest,en,"0.08%,",1
ar-en/en,devtest,en,"6,656.19.",1
ar-en/en,devtest,en,"""folk",1
ar-en/en,devtest,en,"healers""",1
ar-en/en,devtest,en,"Al-Sahaula,",1
ar-en/en,devtest,en,"""Mary's",1
ar-en/en,devtest,en,"palm,""",1
ar-en/en,devtest,en,infertility,1
ar-en/en,devtest,en,fertility,1
ar-en/en,devtest,en,"""licorice,""",1
ar-en/en,devtest,en,ailments;,1
ar-en/en,devtest,en,"""cutting",1
ar-en/en,devtest,en,"grass,""",1
ar-en/en,devtest,en,conversations;,1
ar-en/en,devtest,en,Flick.,1
ar-en/en,devtest,en,Cabinet.,1
ar-en/en,devtest,en,"140,000",1
ar-en/en,devtest,en,national-level,1
ar-en/en,devtest,en,Belgians,1
ar-en/en,devtest,en,"prosecutions,",1
ar-en/en,devtest,en,undesirable,1
ar-en/en,devtest,en,5.0%,1
ar-en/en,devtest,en,wand.,1
ar-en/en,devtest,en,"Greenpeace,",1
ar-en/en,devtest,en,$9.5,1
ar-en/en,devtest,en,remitted,1
ar-en/en,devtest,en,"monarchs,",1
ar-en/en,devtest,en,"""Absolutely",1
ar-en/en,devtest,en,clear;,1
ar-en/en,devtest,en,"means.""",1
ar-en/en,devtest,en,responds,1
ar-en/en,devtest,en,"callers,",1
ar-en/en,devtest,en,distractions.,1
ar-en/en,devtest,en,repeating:,1
ar-en/en,devtest,en,Cairo...,1
ar-en/en,devtest,en,"""shorter-than-baggy",1
ar-en/en,devtest,en,"""longer",1
ar-en/en,devtest,en,"""light-colored",1
ar-en/en,devtest,en,"jeans.""",1
ar-en/en,devtest,en,purchasable,1
ar-en/en,devtest,en,burning.,1
ar-en/en,devtest,en,"""amazing",1
ar-en/en,devtest,en,"tales""",1
ar-en/en,devtest,en,"""myths""",1
ar-en/en,devtest,en,Russia-China,1
ar-en/en,devtest,en,reinstates,1
ar-en/en,devtest,en,"refusal,",1
ar-en/en,devtest,en,'snapback',1
ar-en/en,devtest,en,"monopolies,",1
ar-en/en,devtest,en,"examination,",1
ar-en/en,devtest,en,"""critical",1
ar-en/en,devtest,en,"milestone""",1
ar-en/en,devtest,en,Jean-Noël,1
ar-en/en,devtest,en,Barro,1
ar-en/en,devtest,en,noise-cancellation,1
ar-en/en,devtest,en,Reforms.,1
ar-en/en,devtest,en,self-experiment,1
ar-en/en,devtest,en,visuals,1
ar-en/en,devtest,en,"seeking,",1
ar-en/en,devtest,en,prints.,1
ar-en/en,devtest,en,Verratti's,1
ar-en/en,devtest,en,"furious,",1
ar-en/en,devtest,en,salary.,1
ar-en/en,devtest,en,Goals:,1
ar-en/en,devtest,en,Reforms,1
ar-en/en,devtest,en,"""Al-Sharq",1
ar-en/en,devtest,en,"""irrational""",1
ar-en/en,devtest,en,Bruyne's,1
ar-en/en,devtest,en,Siro,1
ar-en/en,devtest,en,Kairat's,1
ar-en/en,devtest,en,"Rodrigo,",1
ar-en/en,devtest,en,substitute.,1
ar-en/en,devtest,en,15-month,1
ar-en/en,devtest,en,14.2%,1
ar-en/en,devtest,en,deficits.,1
ar-en/en,devtest,en,660,1
ar-en/en,devtest,en,"patrols,",1
ar-en/en,devtest,en,"Army,",1
ar-en/en,devtest,en,shake-up,1
ar-en/en,devtest,en,Suarez.,1
ar-en/en,devtest,en,Nord,1
ar-en/en,devtest,en,Stream,1
ar-en/en,devtest,en,Montjuïc,1
ar-en/en,devtest,en,Verratti,1
ar-en/en,devtest,en,"Deportivo"".",1
ar-en/en,devtest,en,83-minute,1
ar-en/en,devtest,en,93rd,1
ar-en/en,devtest,en,marginal.,1
ar-en/en,devtest,en,"Med""",1
ar-en/en,devtest,en,Barrow,1
ar-en/en,devtest,en,"disavowed,",1
ar-en/en,devtest,en,realistic:,1
ar-en/en,devtest,en,"lost,""",1
ar-en/en,devtest,en,excluded.,1
ar-en/en,devtest,en,Deliver,1
ar-hi/ar,dev,ar,جنينة,16
ar-hi/ar,dev,ar,سايكس,8
ar-hi/ar,dev,ar,بيكو,7
ar-hi/ar,dev,ar,"القوة""",6
ar-hi/ar,dev,ar,أوكسيدنتال,5
ar-hi/ar,dev,ar,"""ريمات",4
ar-hi/ar,dev,ar,"للتنمية""",4
ar-hi/ar,dev,ar,يؤخر,4
ar-hi/ar,dev,ar,مصابا,4
ar-hi/ar,dev,ar,والصغيرة,4
ar-hi/ar,dev,ar,"""صن",4
ar-hi/ar,dev,ar,"رايز""",4
ar-hi/ar,dev,ar,"""ماينور""",4
ar-hi/ar,dev,ar,القبرصي,4
ar-hi/ar,dev,ar,"""إل.إن.جي",4
ar-hi/ar,dev,ar,عائمة,4
ar-hi/ar,dev,ar,ردها,4
ar-hi/ar,dev,ar,"أوشن""",4
ar-hi/ar,dev,ar,بتروليوم,3
ar-hi/ar,dev,ar,العفالق،,3
ar-hi/ar,dev,ar,المشغلة,3
ar-hi/ar,dev,ar,مطحنة,3
ar-hi/ar,dev,ar,شخصياً،,3
ar-hi/ar,dev,ar,حائل,3
ar-hi/ar,dev,ar,سيارةً,3
ar-hi/ar,dev,ar,فندقًا,3
ar-hi/ar,dev,ar,"""الريتينال""",3
ar-hi/ar,dev,ar,للبشرة,3
ar-hi/ar,dev,ar,"كندا""",3
ar-hi/ar,dev,ar,إكسينوس,3
ar-hi/ar,dev,ar,"""غطرسة",3
ar-hi/ar,dev,ar,الحجز،,3
ar-hi/ar,dev,ar,وأبوظبي,3
ar-hi/ar,dev,ar,كلنا,3
ar-hi/ar,dev,ar,المعاودة,3
ar-hi/ar,dev,ar,ملحوظا،,3
ar-hi/ar,dev,ar,ومتناهية,3
ar-hi/ar,dev,ar,للانسحاب,3
ar-hi/ar,dev,ar,"الأمد""",3
ar-hi/ar,dev,ar,المفاوضين,3
ar-hi/ar,dev,ar,العُماني,3
ar-hi/ar,dev,ar,المكتسبات,3
ar-hi/ar,dev,ar,وشريحة,3
ar-hi/ar,dev,ar,"""ويكيبيديا""",3
ar-hi/ar,dev,ar,درهم.,3
ar-hi/ar,dev,ar,الآجال,3
ar-hi/ar,dev,ar,"""نيوز",3
ar-hi/ar,dev,ar,الموسوعة,3
ar-hi/ar,dev,ar,أمهل,3
ar-hi/ar,dev,ar,"""ميد",3
ar-hi/ar,dev,ar,"التركي""",3
ar-hi/ar,dev,ar,الصغر,3
ar-hi/ar,dev,ar,أوسيمين,3
ar-hi/ar,dev,ar,سراي,3
ar-hi/ar,dev,ar,تسيفيليوف،,2
ar-hi/ar,dev,ar,هوجو,2
ar-hi/ar,dev,ar,وداو,2
ar-hi/ar,dev,ar,الفنلندي،,2
ar-hi/ar,dev,ar,جاكسون,2
ar-hi/ar,dev,ar,الدقائق,2
ar-hi/ar,dev,ar,يوميا،,2
ar-hi/ar,dev,ar,المناعة،,2
ar-hi/ar,dev,ar,أظهروا,2
ar-hi/ar,dev,ar,وانخفاضًا,2
ar-hi/ar,dev,ar,1916،,2
ar-hi/ar,dev,ar,توبمولر,2
ar-hi/ar,dev,ar,تعثره,2
ar-hi/ar,dev,ar,يفض,2
ar-hi/ar,dev,ar,العدوى،,2
ar-hi/ar,dev,ar,هاكانن,2
ar-hi/ar,dev,ar,المتّحدة.,2
ar-hi/ar,dev,ar,للأعلاف,2
ar-hi/ar,dev,ar,وازدهار,2
ar-hi/ar,dev,ar,الدولارية،,2
ar-hi/ar,dev,ar,فتمثلت,2
ar-hi/ar,dev,ar,لوتنيك:,2
ar-hi/ar,dev,ar,السعد،,2
ar-hi/ar,dev,ar,إلكترون,2
ar-hi/ar,dev,ar,"بنك"".",2
ar-hi/ar,dev,ar,الأيمن،,2
ar-hi/ar,dev,ar,مامارداشفيلي,2
ar-hi/ar,dev,ar,بديلا,2
ar-hi/ar,dev,ar,56.,2
ar-hi/ar,dev,ar,أرطاوي,2
ar-hi/ar,dev,ar,شرطيان,2
ar-hi/ar,dev,ar,أينتراخت,2
ar-hi/ar,dev,ar,واترلو:,2
ar-hi/ar,dev,ar,المُقاس,2
ar-hi/ar,dev,ar,بمشاكل,2
ar-hi/ar,dev,ar,سهماً,2
ar-hi/ar,dev,ar,الصرففي,2
ar-hi/ar,dev,ar,يلف,2
ar-hi/ar,dev,ar,ميد,2
ar-hi/ar,dev,ar,سلافيا,2
ar-hi/ar,dev,ar,صليبي،,2
ar-hi/ar,dev,ar,الكراسي,2
ar-hi/ar,dev,ar,الشقيلاب,2
ar-hi/ar,dev,ar,تحاصر,2
ar-hi/ar,dev,ar,مقتصرة,2
ar-hi/ar,dev,ar,بخماسية,2
ar-hi/ar,dev,ar,"""قوة",2
ar-hi/ar,dev,ar,"مؤقتة""،",2
ar-hi/ar,dev,ar,وعضوية,2
ar-hi/ar,dev,ar,مفوضا,2
ar-hi/ar,dev,ar,ماسك.,2
ar-hi/ar,dev,ar,ماكدونالد,2
ar-hi/ar,dev,ar,أداءها,2
ar-hi/ar,dev,ar,"""تويوتا""",2
ar-hi/ar,dev,ar,"و""فولكس",2
ar-hi/ar,dev,ar,"فاغن"".",2
ar-hi/ar,dev,ar,متوقعةً,2
ar-hi/ar,dev,ar,الحجز.,2
ar-hi/ar,dev,ar,"""محافظ",2
ar-hi/ar,dev,ar,"الاستحقاق""",2
ar-hi/ar,dev,ar,الربعي,2
ar-hi/ar,dev,ar,والتطلعات,2
ar-hi/ar,dev,ar,دأب,2
ar-hi/ar,dev,ar,أدركا,2
ar-hi/ar,dev,ar,بتزويد,2
ar-hi/ar,dev,ar,الفجيرة,2
ar-hi/ar,dev,ar,جنيها،,2
ar-hi/ar,dev,ar,الوزارتان,2
ar-hi/ar,dev,ar,بيكو،,2
ar-hi/ar,dev,ar,"لـ""العربية/الحدث""",2
ar-hi/ar,dev,ar,السرايا,2
ar-hi/ar,dev,ar,المرجة,2
ar-hi/ar,dev,ar,ومعلمًا,2
ar-hi/ar,dev,ar,مينيرال,2
ar-hi/ar,dev,ar,"ريسورسز""",2
ar-hi/ar,dev,ar,23%,2
ar-hi/ar,dev,ar,مينيرفاجراخت,2
ar-hi/ar,dev,ar,بطلتنا,2
ar-hi/ar,dev,ar,النوويةالتي,2
ar-hi/ar,dev,ar,النازيين,2
ar-hi/ar,dev,ar,"""الكونغرس""",2
ar-hi/ar,dev,ar,الاتفاقيتان,2
ar-hi/ar,dev,ar,"القابضة""،",2
ar-hi/ar,dev,ar,لويكيبيديا,2
ar-hi/ar,dev,ar,"""إكس.أيه.أي""،",2
ar-hi/ar,dev,ar,معلنا,2
ar-hi/ar,dev,ar,"""كوفيد",2
ar-hi/ar,dev,ar,تقلبًا,2
ar-hi/ar,dev,ar,غللو,2
ar-hi/ar,dev,ar,عربية.,2
ar-hi/ar,dev,ar,الواعدة،,2
ar-hi/ar,dev,ar,يجسّد,2
ar-hi/ar,dev,ar,البلطيق،,2
ar-hi/ar,dev,ar,اليدين,2
ar-hi/ar,dev,ar,اللوجستية.,2
ar-hi/ar,dev,ar,بريمر,2
ar-hi/ar,dev,ar,للدقيق,2
ar-hi/ar,dev,ar,منحاز,2
ar-hi/ar,dev,ar,المرض،,2
ar-hi/ar,dev,ar,الثانوي،,2
ar-hi/ar,dev,ar,"""درع",2
ar-hi/ar,dev,ar,"""تحسنا",2
ar-hi/ar,dev,ar,"هائلا""",2
ar-hi/ar,dev,ar,وبعائد,2
ar-hi/ar,dev,ar,5.25,2
ar-hi/ar,dev,ar,أسبوعيا,2
ar-hi/ar,dev,ar,تشليسي,2
ar-hi/ar,dev,ar,إيال,2
ar-hi/ar,dev,ar,زامير،,2
ar-hi/ar,dev,ar,بمقاتلي,2
ar-hi/ar,dev,ar,"أحرونوت"".",2
ar-hi/ar,dev,ar,"""أكتوبرفست""",2
ar-hi/ar,dev,ar,بمهرجان,2
ar-hi/ar,dev,ar,وأحجمت,2
ar-hi/ar,dev,ar,بتروناس,2
ar-hi/ar,dev,ar,احترازي.,2
ar-hi/ar,dev,ar,"""الريتينول""",2
ar-hi/ar,dev,ar,وملخصًا,2
ar-hi/ar,dev,ar,8.1%,2
ar-hi/ar,dev,ar,الساعد،,2
ar-hi/ar,dev,ar,ضعيفاً،,2
ar-hi/ar,dev,ar,بالسكك,2
ar-hi/ar,dev,ar,"الرياض""،",2
ar-hi/ar,dev,ar,كيه.كيه.آر,2
ar-hi/ar,dev,ar,وسدد,2
ar-hi/ar,dev,ar,السيبرانية:,2
ar-hi/ar,dev,ar,الكورتيزول؛,2
ar-hi/ar,dev,ar,ديدي,2
ar-hi/ar,dev,ar,خطي,2
ar-hi/ar,dev,ar,طرفين,2
ar-hi/ar,dev,ar,يوب,2
ar-hi/ar,dev,ar,أمامية,2
ar-hi/ar,dev,ar,الحارة.,2
ar-hi/ar,dev,ar,القاسية.,2
ar-hi/ar,dev,ar,بترايوس,2
ar-hi/ar,dev,ar,والحرص,2
ar-hi/ar,dev,ar,"""كيه.كيه.آر""،",2
ar-hi/ar,dev,ar,68،,2
ar-hi/ar,dev,ar,ويكيبيديا،,2
ar-hi/ar,dev,ar,إيكيتيكي,2
ar-hi/ar,dev,ar,وإطالة,2
ar-hi/ar,dev,ar,والملخص,2
ar-hi/ar,dev,ar,كرسيه,2
ar-hi/ar,dev,ar,النقوش,2
ar-hi/ar,dev,ar,1-صفر,2
ar-hi/ar,dev,ar,نقاط.,2
ar-hi/ar,devtest,ar,التمهيدي,9
ar-hi/ar,devtest,ar,للأنشطة,8
ar-hi/ar,devtest,ar,التوسعي,7
ar-hi/ar,devtest,ar,أمهل,7
ar-hi/ar,devtest,ar,1.147,5
ar-hi/ar,devtest,ar,النفطية.,5
ar-hi/ar,devtest,ar,كوكي,5
ar-hi/ar,devtest,ar,بيدري,5
ar-hi/ar,devtest,ar,الجحيم,5
ar-hi/ar,devtest,ar,ومصيراً,5
ar-hi/ar,devtest,ar,1.313,4
ar-hi/ar,devtest,ar,المتوسط؛,4
ar-hi/ar,devtest,ar,1147,4
ar-hi/ar,devtest,ar,والمدى,4
ar-hi/ar,devtest,ar,كونتي,4
ar-hi/ar,devtest,ar,ينيبه,4
ar-hi/ar,devtest,ar,قاتماً.,4
ar-hi/ar,devtest,ar,للرد،,4
ar-hi/ar,devtest,ar,تفعل،,4
ar-hi/ar,devtest,ar,فستقوم,4
ar-hi/ar,devtest,ar,"يلزم""،",4
ar-hi/ar,devtest,ar,"إنرجيز""",4
ar-hi/ar,devtest,ar,بالضربة,4
ar-hi/ar,devtest,ar,المُعترفة,4
ar-hi/ar,devtest,ar,أطرها,4
ar-hi/ar,devtest,ar,1313,3
ar-hi/ar,devtest,ar,الزوراء,3
ar-hi/ar,devtest,ar,مبابي،,3
ar-hi/ar,devtest,ar,1.294,3
ar-hi/ar,devtest,ar,(إسرائيل,3
ar-hi/ar,devtest,ar,وحماس).,3
ar-hi/ar,devtest,ar,"""جرين",3
ar-hi/ar,devtest,ar,"بيس""",3
ar-hi/ar,devtest,ar,المسال،,3
ar-hi/ar,devtest,ar,للحل،,3
ar-hi/ar,devtest,ar,وبعجز,3
ar-hi/ar,devtest,ar,ترحيبها,3
ar-hi/ar,devtest,ar,ماناكر,3
ar-hi/ar,devtest,ar,والموجّه,3
ar-hi/ar,devtest,ar,مينديز,3
ar-hi/ar,devtest,ar,4.6%,3
ar-hi/ar,devtest,ar,دانون،,3
ar-hi/ar,devtest,ar,ستنهي,3
ar-hi/ar,devtest,ar,وتستعيد,3
ar-hi/ar,devtest,ar,ستصعّد,3
ar-hi/ar,devtest,ar,"""لدى",3
ar-hi/ar,devtest,ar,التدشين,2
ar-hi/ar,devtest,ar,والمائية،,2
ar-hi/ar,devtest,ar,والمعالجة,2
ar-hi/ar,devtest,ar,لمحاولات,2
ar-hi/ar,devtest,ar,والبناء.,2
ar-hi/ar,devtest,ar,1294,2
ar-hi/ar,devtest,ar,1419,2
ar-hi/ar,devtest,ar,والصكوك,2
ar-hi/ar,devtest,ar,والقروض,2
ar-hi/ar,devtest,ar,الجعيد،,2
ar-hi/ar,devtest,ar,للتطورات,2
ar-hi/ar,devtest,ar,"""تنتظر",2
ar-hi/ar,devtest,ar,السلام..,2
ar-hi/ar,devtest,ar,وسلوكاً,2
ar-hi/ar,devtest,ar,"الحركة""،",2
ar-hi/ar,devtest,ar,مرايا,2
ar-hi/ar,devtest,ar,والحرص,2
ar-hi/ar,devtest,ar,(فرنسا،,2
ar-hi/ar,devtest,ar,الجدعان,2
ar-hi/ar,devtest,ar,ومدعومة,2
ar-hi/ar,devtest,ar,معتبرة،,2
ar-hi/ar,devtest,ar,للصدمات,2
ar-hi/ar,devtest,ar,الطارئة.,2
ar-hi/ar,devtest,ar,فاعلًا,2
ar-hi/ar,devtest,ar,والطويل؛,2
ar-hi/ar,devtest,ar,ومحددات,2
ar-hi/ar,devtest,ar,4.4%،,2
ar-hi/ar,devtest,ar,بيري،,2
ar-hi/ar,devtest,ar,للغاز،,2
ar-hi/ar,devtest,ar,1.25,2
ar-hi/ar,devtest,ar,"""منفتحة",2
ar-hi/ar,devtest,ar,ثوابتها,2
ar-hi/ar,devtest,ar,والموجَّه,2
ar-hi/ar,devtest,ar,الكيرسيتين،,2
ar-hi/ar,devtest,ar,التأكسدي,2
ar-hi/ar,devtest,ar,بالخطة،,2
ar-hi/ar,devtest,ar,تيبو,2
ar-hi/ar,devtest,ar,بديلا,2
ar-hi/ar,devtest,ar,إسرائيل)،,2
ar-hi/ar,devtest,ar,1.419,2
ar-hi/ar,devtest,ar,التحولي،,2
ar-hi/ar,devtest,ar,مُتفق,2
ar-hi/ar,devtest,ar,فيراتي,2
ar-hi/ar,devtest,ar,بارتوميو،,2
ar-hi/ar,devtest,ar,ونصت,2
ar-hi/ar,devtest,ar,بُعد.,2
ar-hi/ar,devtest,ar,المدمر،,2
ar-hi/ar,devtest,ar,الماضيتين،,2
ar-hi/ar,devtest,ar,مطبق،,2
ar-hi/ar,devtest,ar,وتكراراً.,2
ar-hi/ar,devtest,ar,ترامب،حركة,2
ar-hi/ar,devtest,ar,حماس4,2
ar-hi/ar,devtest,ar,قاتماً،,2
ar-hi/ar,devtest,ar,لاقتصاديات,2
ar-hi/ar,devtest,ar,الشمري,2
ar-hi/ar,devtest,ar,"بـ""التافه",2
ar-hi/ar,devtest,ar,"الشكوى""",2
ar-hi/ar,devtest,ar,بوتر،,2
ar-hi/ar,devtest,ar,عصاه,2
ar-hi/ar,devtest,ar,توقعتوزارة,2
ar-hi/ar,devtest,ar,السعوديةأن,2
ar-hi/ar,devtest,ar,بزميله,2
ar-hi/ar,devtest,ar,ومواطنيها,2
ar-hi/ar,devtest,ar,مونتجويك،,2
ar-hi/ar,devtest,ar,الصاع,2
ar-hi/ar,devtest,ar,وتشديد,2
ar-hi/ar,devtest,ar,ولكون,2
ar-hi/ar,devtest,ar,استباقي؛,2
ar-hi/ar,devtest,ar,طبيعيًا,2
ar-hi/ar,devtest,ar,النزال,2
ar-hi/ar,devtest,ar,القاضية),2
ar-hi/ar,devtest,ar,القاضية).,2
ar-hi/ar,devtest,ar,"""الوقت",2
ar-hi/ar,devtest,ar,"للرد""،",2
ar-hi/ar,devtest,ar,دكتورة,2
ar-hi/ar,devtest,ar,وجهودها,2
ar-hi/ar,devtest,ar,للتباحث,2
ar-hi/ar,devtest,ar,مثيثوا,2
ar-hi/ar,devtest,ar,ترامببشأن,2
ar-hi/ar,devtest,ar,والسلوكيات,2
ar-hi/ar,devtest,ar,"لـ""وزارة",2
ar-hi/ar,devtest,ar,"والفصائل"".",2
ar-hi/ar,devtest,ar,"""مدروس""",1
ar-hi/ar,devtest,ar,وسطه,1
ar-hi/ar,devtest,ar,هرنانديز,1
ar-hi/ar,devtest,ar,كاتالونيا,1
ar-hi/ar,devtest,ar,إيبار,1
ar-hi/ar,devtest,ar,المتواضع,1
ar-hi/ar,devtest,ar,التمريرات,1
ar-hi/ar,devtest,ar,(122),1
ar-hi/ar,devtest,ar,المتدفق,1
ar-hi/ar,devtest,ar,إلىالأردنخلال,1
ar-hi/ar,devtest,ar,36.4%,1
ar-hi/ar,devtest,ar,1.05,1
ar-hi/ar,devtest,ar,-كما,1
ar-hi/ar,devtest,ar,أصدقائهم-,1
ar-hi/ar,devtest,ar,الفلاتر,1
ar-hi/ar,devtest,ar,لتنقيح,1
ar-hi/ar,devtest,ar,المقاس,1
ar-hi/ar,devtest,ar,هذ,1
ar-hi/ar,devtest,ar,ولترسيخ,1
ar-hi/ar,devtest,ar,يُخفى.,1
ar-hi/ar,devtest,ar,للدول،,1
ar-hi/ar,devtest,ar,وتخضع,1
ar-hi/ar,devtest,ar,لقوانينها,1
ar-hi/ar,devtest,ar,الطباعة,1
ar-hi/ar,devtest,ar,والورق,1
ar-hi/ar,devtest,ar,والمصنفات,1
ar-hi/ar,devtest,ar,الجلود,1
ar-hi/ar,devtest,ar,والأحذية,1
ar-hi/ar,devtest,ar,الجلدية,1
ar-hi/ar,devtest,ar,وتمضي,1
ar-hi/ar,devtest,ar,تشجير,1
ar-hi/ar,devtest,ar,مدروس،,1
ar-hi/ar,devtest,ar,مناطقها،,1
ar-hi/ar,devtest,ar,والعواصف,1
ar-hi/ar,devtest,ar,الغبارية،,1
ar-hi/ar,devtest,ar,الإضافات,1
ar-hi/ar,devtest,ar,أوتو,1
ar-hi/ar,devtest,ar,المشتتة.,1
ar-hi/ar,devtest,ar,عجزاً,1
ar-hi/ar,devtest,ar,165,1
ar-hi/ar,devtest,ar,سيبلغ,1
ar-hi/ar,devtest,ar,(يويفا)،,1
ar-hi/ar,devtest,ar,الرياضي.,1
ar-hi/ar,devtest,ar,التمهيديللميزانية,1
ar-hi/ar,devtest,ar,السعوديةللعام,1
ar-hi/ar,devtest,ar,السواحة,1
ar-hi/ar,devtest,ar,الجماعي؛,1
ar-hi/ar,devtest,ar,وعربية,1
ar-hi/ar,devtest,ar,بالمقترح،,1
ar-hi/ar,devtest,ar,والأوصاف,1
ar-hi/ar,devtest,ar,بحثهم.,1
ar-hi/ar,devtest,ar,موجها,1
ar-hi/ar,devtest,ar,المقبلةلوقف,1
ar-hi/ar,devtest,ar,دولته،,1
ar-hi/ar,devtest,ar,للشعبين,1
ar-hi/ar,devtest,ar,والإسرائيلي.,1
ar-hi/ar,devtest,ar,"""الاتصال",1
ar-hi/ar,devtest,ar,الطبيعية)،,1
ar-hi/ar,devtest,ar,انقطاعا,1
ar-hi/ar,devtest,ar,"شاملا""،",1
ar-hi/ar,devtest,ar,"""نتبلوكس""",1
ar-hi/ar,devtest,ar,مطول,1
ar-hi/ar,devtest,ar,مدوّ,1
ar-hi/ar,devtest,ar,وإغفال...,1
ar-hi/ar,devtest,ar,دروس,1
ar-hi/ar,devtest,ar,ستبحث,1
ar-hi/ar,devtest,ar,تٌعقد,1
ar-hi/ar,devtest,ar,بالعلا,1
ar-hi/ar,devtest,ar,التعددية,1
ar-hi/ar,devtest,ar,التشرذم,1
ar-hi/ar,devtest,ar,والأزمات.,1
ar-hi/ar,devtest,ar,بالعُلا،,1
ar-hi/hi,dev,hi,साइक्स-पिकोट,10
ar-hi/hi,dev,hi,केकेआर,5
ar-hi/hi,dev,hi,ब्लूबेरी,4
ar-hi/hi,dev,hi,गोअरिंग,4
ar-hi/hi,dev,hi,नाइकी,4
ar-hi/hi,dev,hi,सनराइज,4
ar-hi/hi,dev,hi,माइनर,4
ar-hi/hi,dev,hi,शेल,4
ar-hi/hi,dev,hi,रिकॉल,4
ar-hi/hi,dev,hi,"अहंकार""",4
ar-hi/hi,dev,hi,कूदने,4
ar-hi/hi,dev,hi,बीएचपी,4
ar-hi/hi,dev,hi,किश्त,4
ar-hi/hi,dev,hi,कुर्सी,4
ar-hi/hi,dev,hi,त्सेविल्योव,3
ar-hi/hi,dev,hi,हक्कानेन,3
ar-hi/hi,dev,hi,अल-अफालेक,3
ar-hi/hi,dev,hi,टॉपमुलर,3
ar-hi/hi,dev,hi,बीएमडब्ल्यू,3
ar-hi/hi,dev,hi,टिली,3
ar-hi/hi,dev,hi,हॉस्पिटैलिटी,3
ar-hi/hi,dev,hi,वाटरलू,3
ar-hi/hi,dev,hi,Exynos,3
ar-hi/hi,dev,hi,50-50,3
ar-hi/hi,dev,hi,ज़मीर,3
ar-hi/hi,dev,hi,ओकट्रैफेस्ट,3
ar-hi/hi,dev,hi,रेटिनल,3
ar-hi/hi,dev,hi,मोहजेरानी,3
ar-hi/hi,dev,hi,"शक्ति""",3
ar-hi/hi,dev,hi,एकिटिकी,3
ar-hi/hi,dev,hi,ओसिम्हेन,3
ar-hi/hi,dev,hi,गैलाटसराय,3
ar-hi/hi,dev,hi,रेटिनोइड,3
ar-hi/hi,dev,hi,जैक्सन,2
ar-hi/hi,dev,hi,एनसीबी,2
ar-hi/hi,dev,hi,एलर्जी,2
ar-hi/hi,dev,hi,केप्लर,2
ar-hi/hi,dev,hi,ईगल्स,2
ar-hi/hi,dev,hi,योद्धा,2
ar-hi/hi,dev,hi,जॉर्जी,2
ar-hi/hi,dev,hi,ममार्दशविली,2
ar-hi/hi,dev,hi,शेवरॉन,2
ar-hi/hi,dev,hi,रिक्त,2
